,Country,Original Station Number,Original Station Name,Path to original data,Latitude,Longitude,Elevation,Number of records,Percent missing data,Original Timestep,Original Units,Daylight Saving info,No data value,Resolution,Other,height,height units,file,header_lines,units,ID,Start,End,timezone,timestep,utc_offset,Inferred_timezone,End_time,Start_time
AU_023887,Australia,023887,KUITPO FOREST RESERVE,B:/INTENSE data/Original data/Australia/AWS 1min_TAS-ANT.zip/HD01D_Data_023887_999999998747816.txt,-35.1712,138.6783,365.0m,35586,3.03,1min,mm,NA,-999.0,0.2, Changed CET,365.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_023887.txt,21,mm,AU_023887,2011072917,2015082010,CET,1hr,0 days 09:30:00,Australia/Adelaide,2015-08-20 00:30:00+00:00,2011-07-29 07:30:00+00:00
AU_069132,Australia,069132,BRAIDWOOD RACECOURSE AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_069132_999999998747787.txt,-35.4253,149.7835,665.2m,43221,3.84,1min,mm,NA,-999.0,0.2, Changed CET,665.2,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_069132.txt,21,mm,AU_069132,2010091413,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2010-09-14 03:00:00+00:00
AU_200786,Australia,200786,CAPE WESSEL,B:/INTENSE data/Original data/Australia/AWS 1min_NT.zip/HD01D_Data_200786_999999998747949.txt,-11.0047,136.7586,18.0m,32468,39.54,1min,mm,NA,-999.0,0.2, Changed CET,18.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_200786.txt,21,mm,AU_200786,2011120616,2015082011,CET,1hr,0 days 09:30:00,Australia/Darwin,2015-08-20 01:30:00+00:00,2011-12-06 06:30:00+00:00
AU_088109,Australia,088109,MANGALORE AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_VIC.zip/HD01D_Data_088109_999999998747801.txt,-36.8886,145.1859,140.8m,69211,7.22,1min,mm,NA,-999.0,0.2, Changed CET,140.8,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_088109.txt,21,mm,AU_088109,2007092715,2015082009,CET,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-19 23:00:00+00:00,2007-09-27 05:00:00+00:00
AU_069128,Australia,069128,NERRIGA AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_069128_999999998747787.txt,-35.1103,150.0826,622.0m,18960,2.46,1min,mm,NA,-999.0,0.2, Changed CET,622.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_069128.txt,21,mm,AU_069128,2013062110,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2013-06-21 00:00:00+00:00
AU_037034,Australia,037034,THE MONUMENT AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_037034_999999998747784.txt,-21.8125,139.9267,288.4m,33040,6.0,1min,mm,NA,-999.0,0.2, Changed CET,288.4,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_037034.txt,21,mm,AU_037034,2011111218,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2011-11-12 08:00:00+00:00
AU_039123,Australia,039123,GLADSTONE RADAR,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_039123_999999998747784.txt,-23.8553,151.2628,74.5m,102336,10.03,1min,mm,NA,-999.0,0.2, Changed CET,74.5,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_039123.txt,21,mm,AU_039123,2003121710,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2003-12-17 00:00:00+00:00
AU_085280,Australia,085280,MORWELL (LATROBE VALLEY AIRPORT),B:/INTENSE data/Original data/Australia/AWS 1min_VIC.zip/HD01D_Data_085280_999999998747801.txt,-38.2094,146.4747,55.7m,86418,18.3,1min,mm,NA,-999.0,0.2, Changed CET,55.7,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_085280.txt,21,mm,AU_085280,2005101016,2015082009,CET,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-19 23:00:00+00:00,2005-10-10 06:00:00+00:00
AU_002056,Australia,002056,KUNUNURRA AERO,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_002056_999999998747814.txt,-15.7814,128.71,44.0m,41781,12.02,1min,mm,NA,-999.0,0.2, Changed CET,44.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_002056.txt,21,mm,AU_002056,2010111314,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2010-11-13 06:00:00+00:00
AU_005017,Australia,005017,ONSLOW AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_005017_999999998747814.txt,-21.6689,115.1092,10.5m,42208,9.05,1min,mm,NA,-999.0,0.2, Changed CET,10.5,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_005017.txt,21,mm,AU_005017,2010102619,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2010-10-26 11:00:00+00:00
AU_084016,Australia,084016,GABO ISLAND LIGHTHOUSE,B:/INTENSE data/Original data/Australia/AWS 1min_VIC.zip/HD01D_Data_084016_999999998747801.txt,-37.5679,149.9158,15.2m,37289,2.19,1min,mm,NA,-999.0,0.2, Changed CET,15.2,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_084016.txt,21,mm,AU_084016,2011051917,2015082009,CET,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-19 23:00:00+00:00,2011-05-19 07:00:00+00:00
AU_034035,Australia,034035,MORANBAH AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_034035_999999998747784.txt,-22.0644,148.0758,232.2m,30478,2.35,1min,mm,NA,-999.0,0.2, Changed CET,232.2,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_034035.txt,21,mm,AU_034035,2012022712,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2012-02-27 02:00:00+00:00
AU_023034,Australia,023034,ADELAIDE AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_TAS-ANT.zip/HD01D_Data_023034_999999998747816.txt,-34.9524,138.5204,2.0m,120162,5.78,1min,mm,NA,-999.0,0.2, Changed CET,2.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_023034.txt,21,mm,AU_023034,2001120417,2015082010,CET,1hr,0 days 09:30:00,Australia/Adelaide,2015-08-20 00:30:00+00:00,2001-12-04 07:30:00+00:00
AU_026099,Australia,026099,NARACOORTE AERODROME,B:/INTENSE data/Original data/Australia/AWS 1min_TAS-ANT.zip/HD01D_Data_026099_999999998747816.txt,-36.9813,140.727,49.7m,33475,3.25,1min,mm,NA,-999.0,0.2, Changed CET,49.7,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_026099.txt,21,mm,AU_026099,2011102516,2015082010,CET,1hr,0 days 09:30:00,Australia/Adelaide,2015-08-20 00:30:00+00:00,2011-10-25 06:30:00+00:00
AU_009999,Australia,009999,ALBANY AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_009999_999999998747814.txt,-34.9411,117.8158,68.4m,31558,4.5,1min,mm,NA,-999.0,0.2, Changed CET,68.4,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_009999.txt,21,mm,AU_009999,2012011313,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2012-01-13 05:00:00+00:00
AU_079103,Australia,079103,GRAMPIANS (MOUNT WILLIAM),B:/INTENSE data/Original data/Australia/AWS 1min_VIC.zip/HD01D_Data_079103_999999998747801.txt,-37.295,142.6039,1150.0m,84880,48.74,1min,mm,NA,-999.0,0.2, Changed CET,1150.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_079103.txt,21,mm,AU_079103,2005121318,2015082009,CET,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-19 23:00:00+00:00,2005-12-13 08:00:00+00:00
AU_048027,Australia,048027,COBAR MO,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_048027_999999998747787.txt,-31.484,145.8294,260.0m,121781,43.6,1min,mm,NA,-999.0,0.2, Changed CET,260.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_048027.txt,21,mm,AU_048027,2001092805,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2001-09-27 19:00:00+00:00
AU_031210,Australia,031210,MAREEBA AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_031210_999999998747784.txt,-17.0672,145.4283,471.9m,37311,7.57,1min,mm,NA,-999.0,0.2, Changed CET,471.9,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_031210.txt,21,mm,AU_031210,2011051819,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2011-05-18 09:00:00+00:00
AU_014518,Australia,014518,GROOTE EYLANDT AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_NT.zip/HD01D_Data_014518_999999998747949.txt,-13.9746,136.463,13.7m,42546,9.51,1min,mm,NA,-999.0,0.2, Changed CET,13.7,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_014518.txt,21,mm,AU_014518,2010101218,2015082011,CET,1hr,0 days 09:30:00,Australia/Darwin,2015-08-20 01:30:00+00:00,2010-10-12 08:30:00+00:00
AU_015602,Australia,015602,JERVOIS,B:/INTENSE data/Original data/Australia/AWS 1min_NT.zip/HD01D_Data_015602_999999998747949.txt,-22.9494,136.1442,328.0m,21066,7.49,1min,mm,NA,-999.0,0.2, Changed CET,328.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_015602.txt,21,mm,AU_015602,2013032518,2015082011,CET,1hr,0 days 09:30:00,Australia/Darwin,2015-08-20 01:30:00+00:00,2013-03-25 08:30:00+00:00
AU_040405,Australia,040405,HERVEY BAY AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_040405_999999998747784.txt,-25.322,152.8817,13.0m,38275,1.84,1min,mm,NA,-999.0,0.2, Changed CET,13.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_040405.txt,21,mm,AU_040405,2011040815,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2011-04-08 05:00:00+00:00
AU_004019,Australia,004019,MANDORA,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_004019_999999998747814.txt,-19.7419,120.8433,7.5m,26272,5.19,1min,mm,NA,-999.0,0.2, Changed CET,7.5,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_004019.txt,21,mm,AU_004019,2012082019,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2012-08-20 11:00:00+00:00
AU_069147,Australia,069147,MERIMBULA AIRPORT AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_069147_999999998747787.txt,-36.9077,149.8989,1.5m,43185,5.88,1min,mm,NA,-999.0,0.2, Changed CET,1.5,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_069147.txt,21,mm,AU_069147,2010091601,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2010-09-15 15:00:00+00:00
AU_066062,Australia,066062,SYDNEY (OBSERVATORY HILL),B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_066062_999999998747787.txt,-33.8607,151.205,39.0m,146465,43.49,1min,mm,NA,-999.0,0.2, Changed CET,39.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_066062.txt,21,mm,AU_066062,1998120417,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,1998-12-04 07:00:00+00:00
AU_009746,Australia,009746,WITCHCLIFFE,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_009746_999999998747814.txt,-34.0281,115.1042,80.0m,43175,13.57,1min,mm,NA,-999.0,0.2, Changed CET,80.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_009746.txt,21,mm,AU_009746,2010091612,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2010-09-16 04:00:00+00:00
AU_085296,Australia,085296,MOUNT MOORNAPA,B:/INTENSE data/Original data/Australia/AWS 1min_VIC.zip/HD01D_Data_085296_999999998747801.txt,-37.7481,147.1428,480.0m,44561,2.19,1min,mm,NA,-999.0,0.2, Changed CET,480.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_085296.txt,21,mm,AU_085296,2010072017,2015082009,CET,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-19 23:00:00+00:00,2010-07-20 07:00:00+00:00
AU_014508,Australia,014508,GOVE AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_NT.zip/HD01D_Data_014508_999999998747949.txt,-12.2741,136.8203,51.6m,113755,10.53,1min,mm,NA,-999.0,0.2, Changed CET,51.6,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_014508.txt,21,mm,AU_014508,2002082817,2015082011,CET,1hr,0 days 09:30:00,Australia/Darwin,2015-08-20 01:30:00+00:00,2002-08-28 07:30:00+00:00
AU_085072,Australia,085072,EAST SALE AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_VIC.zip/HD01D_Data_085072_999999998747801.txt,-38.1156,147.1322,4.6m,133412,5.99,1min,mm,NA,-999.0,0.2, Changed CET,4.6,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_085072.txt,21,mm,AU_085072,2000053114,2015082009,CET,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-19 23:00:00+00:00,2000-05-31 04:00:00+00:00
AU_031011,Australia,031011,CAIRNS AERO,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_031011_999999998747784.txt,-16.8736,145.7458,2.2m,122183,10.11,1min,mm,NA,-999.0,0.2, Changed CET,2.2,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_031011.txt,21,mm,AU_031011,2001091111,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2001-09-11 01:00:00+00:00
AU_031037,Australia,031037,LOW ISLES LIGHTHOUSE,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_031037_999999998747784.txt,-16.3842,145.5592,2.9m,44338,15.78,1min,mm,NA,-999.0,0.2, Changed CET,2.9,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_031037.txt,21,mm,AU_031037,2010073000,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2010-07-29 14:00:00+00:00
AU_023046,Australia,023046,ADELAIDE AIRPORT OLD SITE,B:/INTENSE data/Original data/Australia/AWS 1min_TAS-ANT.zip/HD01D_Data_023046_999999998747816.txt,-34.9566,138.5356,6.0m,11184,93.54,1min,mm,NA,-999.0,0.2, Changed CET,6.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_023046.txt,21,mm,AU_023046,2002110115,2004021014,CET,1hr,0 days 09:30:00,Australia/Adelaide,2004-02-10 04:30:00+00:00,2002-11-01 05:30:00+00:00
AU_040908,Australia,040908,TEWANTIN RSL PARK,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_040908_999999998747784.txt,-26.3911,153.0403,6.4m,32634,1.62,1min,mm,NA,-999.0,0.2, Changed CET,6.4,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_040908.txt,21,mm,AU_040908,2011112916,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2011-11-29 06:00:00+00:00
AU_050017,Australia,050017,WEST WYALONG AIRPORT AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_050017_999999998747787.txt,-33.9382,147.1962,257.0m,31453,9.14,1min,mm,NA,-999.0,0.2, Changed CET,257.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_050017.txt,21,mm,AU_050017,2012011721,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2012-01-17 11:00:00+00:00
AU_073138,Australia,073138,YOUNG AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_073138_999999998747787.txt,-34.2493,148.2475,379.6m,32585,3.38,1min,mm,NA,-999.0,0.2, Changed CET,379.6,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_073138.txt,21,mm,AU_073138,2011120117,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2011-12-01 07:00:00+00:00
AU_061366,Australia,061366,NORAH HEAD AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_061366_999999998747787.txt,-33.2814,151.5766,18.8m,146465,39.06,1min,mm,NA,-999.0,0.2, Changed CET,18.8,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_061366.txt,21,mm,AU_061366,1998120417,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,1998-12-04 07:00:00+00:00
AU_200839,Australia,200839,LORD HOWE ISLAND AERO,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_200839_999999998747787.txt,-31.5421,159.0786,5.0m,103024,35.73,1min,mm,NA,-999.0,0.2, Changed CET,5.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_200839.txt,21,mm,AU_200839,2003111818,2015082009,CET,1hr,0 days 10:30:00,Australia/Lord_Howe,2015-08-19 22:30:00+00:00,2003-11-18 07:30:00+00:00
AU_067117,Australia,067117,HOLSWORTHY CONTROL RANGE,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_067117_999999998747787.txt,-33.9795,150.9254,40.0m,138164,44.64,1min,mm,NA,-999.0,0.2, Changed CET,40.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_067117.txt,21,mm,AU_067117,1998120417,2014090812,CET,1hr,0 days 10:00:00,Australia/Sydney,2014-09-08 02:00:00+00:00,1998-12-04 07:00:00+00:00
AU_068257,Australia,068257,CAMPBELLTOWN (MOUNT ANNAN),B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_068257_999999998747787.txt,-34.0615,150.7735,112.0m,66837,10.5,1min,mm,NA,-999.0,0.2, Changed CET,112.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_068257.txt,21,mm,AU_068257,2008010413,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2008-01-04 03:00:00+00:00
AU_009977,Australia,009977,MANDURAH,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_009977_999999998747814.txt,-32.5219,115.7119,3.0m,62517,10.08,1min,mm,NA,-999.0,0.2, Changed CET,3.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_009977.txt,21,mm,AU_009977,2008070214,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2008-07-02 06:00:00+00:00
AU_063292,Australia,063292,MOUNT BOYCE AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_063292_999999998747787.txt,-33.6185,150.2741,1080.0m,42861,9.67,1min,mm,NA,-999.0,0.2, Changed CET,1080.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_063292.txt,21,mm,AU_063292,2010092913,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2010-09-29 03:00:00+00:00
AU_029063,Australia,029063,NORMANTON AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_029063_999999998747784.txt,-17.6872,141.0733,18.4m,37509,7.2,1min,mm,NA,-999.0,0.2, Changed CET,18.4,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_029063.txt,21,mm,AU_029063,2011051013,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2011-05-10 03:00:00+00:00
AU_086282,Australia,086282,MELBOURNE AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_VIC.zip/HD01D_Data_086282_999999998747801.txt,-37.6655,144.8321,113.4m,156340,10.41,1min,mm,NA,-999.0,0.2, Changed CET,113.4,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_086282.txt,21,mm,AU_086282,1997101906,2015082009,CET,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-19 23:00:00+00:00,1997-10-18 20:00:00+00:00
AU_010911,Australia,010911,LAKE GRACE,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_010911_999999998747814.txt,-33.1006,118.4647,286.0m,30236,5.02,1min,mm,NA,-999.0,0.2, Changed CET,286.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_010911.txt,21,mm,AU_010911,2012030815,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2012-03-08 07:00:00+00:00
AU_014308,Australia,014308,CROKER ISLAND AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_NT.zip/HD01D_Data_014308_999999998747949.txt,-11.1629,132.4813,9.2m,25442,37.12,1min,mm,NA,-999.0,0.2, Changed CET,9.2,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_014308.txt,21,mm,AU_014308,2012092410,2015082011,CET,1hr,0 days 09:30:00,Australia/Darwin,2015-08-20 01:30:00+00:00,2012-09-24 00:30:00+00:00
AU_089002,Australia,089002,BALLARAT AERODROME,B:/INTENSE data/Original data/Australia/AWS 1min_VIC.zip/HD01D_Data_089002_999999998747801.txt,-37.5127,143.7911,435.2m,86682,15.08,1min,mm,NA,-999.0,0.2, Changed CET,435.2,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_089002.txt,21,mm,AU_089002,2005092916,2015082009,CET,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-19 23:00:00+00:00,2005-09-29 06:00:00+00:00
AU_022031,Australia,022031,MINLATON AERO,B:/INTENSE data/Original data/Australia/AWS 1min_TAS-ANT.zip/HD01D_Data_022031_999999998747816.txt,-34.748,137.5276,32.0m,41730,10.17,1min,mm,NA,-999.0,0.2, Changed CET,32.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_022031.txt,21,mm,AU_022031,2010111517,2015082010,CET,1hr,0 days 09:30:00,Australia/Adelaide,2015-08-20 00:30:00+00:00,2010-11-15 07:30:00+00:00
AU_047048,Australia,047048,BROKEN HILL AIRPORT AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_047048_999999998747787.txt,-32.0012,141.4694,281.3m,57787,25.75,1min,mm,NA,-999.0,0.2, Changed CET,281.3,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_047048.txt,21,mm,AU_047048,2009011515,2015082009,CET,1hr,0 days 10:00:00,Australia/NSW,2015-08-19 23:00:00+00:00,2009-01-15 05:00:00+00:00
AU_088164,Australia,088164,EILDON FIRE TOWER,B:/INTENSE data/Original data/Australia/AWS 1min_VIC.zip/HD01D_Data_088164_999999998747801.txt,-37.2091,145.8423,637.0m,70049,9.06,1min,mm,NA,-999.0,0.2, Changed CET,637.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_088164.txt,21,mm,AU_088164,2007082317,2015082009,CET,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-19 23:00:00+00:00,2007-08-23 07:00:00+00:00
AU_023885,Australia,023885,NOARLUNGA,B:/INTENSE data/Original data/Australia/AWS 1min_TAS-ANT.zip/HD01D_Data_023885_999999998747816.txt,-35.1586,138.5057,55.0m,120287,5.27,1min,mm,NA,-999.0,0.2, Changed CET,55.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_023885.txt,21,mm,AU_023885,2001112912,2015082010,CET,1hr,0 days 09:30:00,Australia/Adelaide,2015-08-20 00:30:00+00:00,2001-11-29 02:30:00+00:00
AU_070217,Australia,070217,COOMA AIRPORT AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_070217_999999998747787.txt,-36.2939,148.9725,930.0m,60886,27.46,1min,mm,NA,-999.0,0.2, Changed CET,930.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_070217.txt,21,mm,AU_070217,2008090812,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2008-09-08 02:00:00+00:00
AU_014948,Australia,014948,PORT KEATS AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_NT.zip/HD01D_Data_014948_999999998747949.txt,-14.2494,129.5282,28.0m,43196,20.36,1min,mm,NA,-999.0,0.2, Changed CET,28.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_014948.txt,21,mm,AU_014948,2010091516,2015082011,CET,1hr,0 days 09:30:00,Australia/Darwin,2015-08-20 01:30:00+00:00,2010-09-15 06:30:00+00:00
AU_003093,Australia,003093,FITZROY CROSSING AERO,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_003093_999999998747814.txt,-18.1814,125.5619,114.5m,32993,7.39,1min,mm,NA,-999.0,0.2, Changed CET,114.5,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_003093.txt,21,mm,AU_003093,2011111418,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2011-11-14 10:00:00+00:00
AU_009519,Australia,009519,CAPE NATURALISTE,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_009519_999999998747814.txt,-33.5372,115.0189,109.0m,16629,2.6,1min,mm,NA,-999.0,0.2, Changed CET,109.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_009519.txt,21,mm,AU_009519,2013092614,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2013-09-26 06:00:00+00:00
AU_018120,Australia,018120,WHYALLA AERO,B:/INTENSE data/Original data/Australia/AWS 1min_TAS-ANT.zip/HD01D_Data_018120_999999998747816.txt,-33.0539,137.5205,6.5m,41206,5.45,1min,mm,NA,-999.0,0.2, Changed CET,6.5,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_018120.txt,21,mm,AU_018120,2010120713,2015082010,CET,1hr,0 days 09:30:00,Australia/Adelaide,2015-08-20 00:30:00+00:00,2010-12-07 03:30:00+00:00
AU_068262,Australia,068262,HIGH RANGE AWS (WANGANDERRY),B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_068262_999999998747787.txt,-34.3335,150.267,813.6m,9954,1.45,1min,mm,NA,-999.0,0.2, Changed CET,813.6,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_068262.txt,21,mm,AU_068262,2014070116,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2014-07-01 06:00:00+00:00
